File;Computation Value
run_67.out;0.216578
run_4.out;0.216013
run_12.out;0.216658
run_20.out;0.221002
run_25.out;0.217118
run_50.out;0.216546
run_78.out;0.216267
run_85.out;0.221108
run_79.out;0.22123
run_66.out;0.220624
run_21.out;0.220777
run_86.out;0.216242
run_87.out;0.220715
run_91.out;0.216826
run_16.out;0.221494
run_90.out;0.220314
run_22.out;0.220987
run_37.out;0.216857
run_18.out;0.216464
run_65.out;0.221112
run_76.out;0.220488
run_54.out;0.220581
run_72.out;0.216481
run_99.out;0.216448
run_47.out;0.216805
run_57.out;0.216797
run_96.out;0.22042
run_98.out;0.221254
run_41.out;0.220323
run_36.out;0.216137
run_58.out;0.220618
run_31.out;0.216822
run_1.out;0.216277
run_6.out;0.221486
run_3.out;0.216274
run_32.out;0.221602
run_45.out;0.216064
run_60.out;0.220865
run_49.out;0.216845
run_92.out;0.216167
run_39.out;0.215826
run_61.out;0.216262
run_30.out;0.215743
run_0.out;0.260753
run_63.out;0.216652
run_29.out;0.216127
run_82.out;0.216541
run_38.out;0.221228
run_14.out;0.216763
run_44.out;0.216534
run_52.out;0.216578
run_26.out;0.216543
run_23.out;0.216213
run_24.out;0.216279
run_88.out;0.220585
run_81.out;0.216249
run_68.out;0.216143
run_11.out;0.219989
run_27.out;0.216532
run_8.out;0.220864
run_77.out;0.221003
run_62.out;0.216067
run_75.out;0.216426
run_95.out;0.216335
run_10.out;0.221147
run_89.out;0.217008
run_40.out;0.21618
run_55.out;0.220981
run_13.out;0.216635
run_56.out;0.216041
run_34.out;0.216386
run_73.out;0.216255
run_93.out;0.216772
run_84.out;0.221124
run_51.out;0.216446
run_74.out;0.216592
run_9.out;0.220869
run_33.out;0.220452
run_19.out;0.221157
run_7.out;0.216598
run_35.out;0.220465
run_83.out;0.216547
run_15.out;0.220279
run_80.out;0.220589
run_53.out;0.216387
run_48.out;0.21586
run_71.out;0.216966
run_69.out;0.216642
run_43.out;0.22068
run_2.out;0.216368
run_28.out;0.216199
run_70.out;0.216431
run_42.out;0.220684
run_94.out;0.216644
run_64.out;0.216617
run_59.out;0.220908
run_17.out;0.220527
run_5.out;0.216946
run_46.out;0.216145
run_97.out;0.216806
