File;Computation Value
run_67.out;0.004647
run_4.out;0.004641
run_12.out;0.005204
run_20.out;0.004629
run_25.out;0.004592
run_50.out;0.004602
run_78.out;0.004603
run_85.out;0.004629
run_79.out;0.004606
run_66.out;0.004613
run_21.out;0.004593
run_86.out;0.004642
run_87.out;0.004608
run_91.out;0.005214
run_16.out;0.005176
run_90.out;0.004625
run_22.out;0.004595
run_37.out;0.004599
run_18.out;0.005221
run_65.out;0.004624
run_76.out;0.004602
run_54.out;0.00461
run_72.out;0.004618
run_99.out;0.004617
run_47.out;0.004616
run_57.out;0.004641
run_96.out;0.004606
run_98.out;0.004643
run_41.out;0.005225
run_36.out;0.004627
run_58.out;0.004625
run_31.out;0.005263
run_1.out;0.004309
run_6.out;0.005222
run_3.out;0.004647
run_32.out;0.004619
run_45.out;0.00461
run_60.out;0.005192
run_49.out;0.004586
run_92.out;0.005215
run_39.out;0.005231
run_61.out;0.004599
run_30.out;0.004617
run_0.out;0.004293
run_63.out;0.005193
run_29.out;0.005216
run_82.out;0.004633
run_38.out;0.004632
run_14.out;0.005211
run_44.out;0.00528
run_52.out;0.005276
run_26.out;0.004611
run_23.out;0.004621
run_24.out;0.005234
run_88.out;0.004596
run_81.out;0.004592
run_68.out;0.004616
run_11.out;0.004614
run_27.out;0.004637
run_8.out;0.004651
run_77.out;0.004616
run_62.out;0.005233
run_75.out;0.005224
run_95.out;0.0046
run_10.out;0.00523
run_89.out;0.004637
run_40.out;0.005227
run_55.out;0.004606
run_13.out;0.004578
run_56.out;0.004699
run_34.out;0.004616
run_73.out;0.005195
run_93.out;0.004637
run_84.out;0.005235
run_51.out;0.005212
run_74.out;0.005199
run_9.out;0.004613
run_33.out;0.005218
run_19.out;0.005252
run_7.out;0.005238
run_35.out;0.005208
run_83.out;0.004604
run_15.out;0.005215
run_80.out;0.004657
run_53.out;0.004586
run_48.out;0.004661
run_71.out;0.005241
run_69.out;0.004634
run_43.out;0.00462
run_2.out;0.004282
run_28.out;0.005298
run_70.out;0.004599
run_42.out;0.004591
run_94.out;0.004594
run_64.out;0.004615
run_59.out;0.004631
run_17.out;0.005213
run_5.out;0.005234
run_46.out;0.004615
run_97.out;0.005252
