File;Computation Value
run_67.out;0.004638
run_4.out;0.005206
run_12.out;0.004681
run_20.out;0.005293
run_25.out;0.004646
run_50.out;0.005218
run_78.out;0.004625
run_85.out;0.005243
run_79.out;0.00522
run_66.out;0.00461
run_21.out;0.004613
run_86.out;0.005238
run_87.out;0.004609
run_91.out;0.004637
run_16.out;0.00522
run_90.out;0.004618
run_22.out;0.005248
run_37.out;0.00463
run_18.out;0.005233
run_65.out;0.004625
run_76.out;0.004649
run_54.out;0.004616
run_72.out;0.004629
run_99.out;0.00463
run_47.out;0.004622
run_57.out;0.004626
run_96.out;0.005245
run_98.out;0.004652
run_41.out;0.005224
run_36.out;0.004642
run_58.out;0.004633
run_31.out;0.004615
run_1.out;0.005284
run_6.out;0.005245
run_3.out;0.005215
run_32.out;0.004622
run_45.out;0.00463
run_60.out;0.004612
run_49.out;0.004614
run_92.out;0.004616
run_39.out;0.005215
run_61.out;0.005202
run_30.out;0.004628
run_0.out;0.005218
run_63.out;0.005234
run_29.out;0.005212
run_82.out;0.004613
run_38.out;0.004619
run_14.out;0.004647
run_44.out;0.005242
run_52.out;0.005234
run_26.out;0.004628
run_23.out;0.004627
run_24.out;0.004597
run_88.out;0.004672
run_81.out;0.004623
run_68.out;0.004596
run_11.out;0.005241
run_27.out;0.005562
run_8.out;0.004634
run_77.out;0.004632
run_62.out;0.005223
run_75.out;0.005202
run_95.out;0.005233
run_10.out;0.0046
run_89.out;0.004647
run_40.out;0.005235
run_55.out;0.004626
run_13.out;0.005234
run_56.out;0.004621
run_34.out;0.00464
run_73.out;0.005309
run_93.out;0.004619
run_84.out;0.005235
run_51.out;0.005262
run_74.out;0.005224
run_9.out;0.005227
run_33.out;0.005229
run_19.out;0.005199
run_7.out;0.005251
run_35.out;0.004625
run_83.out;0.004647
run_15.out;0.004691
run_80.out;0.004719
run_53.out;0.005251
run_48.out;0.004627
run_71.out;0.004627
run_69.out;0.004624
run_43.out;0.00464
run_2.out;0.004611
run_28.out;0.005229
run_70.out;0.004628
run_42.out;0.00465
run_94.out;0.005234
run_64.out;0.005218
run_59.out;0.005255
run_17.out;0.005195
run_5.out;0.005215
run_46.out;0.004627
run_97.out;0.005184
