File;Computation Value
run_67.out;0.034747
run_4.out;0.034847
run_12.out;0.034821
run_20.out;0.034823
run_25.out;0.034858
run_50.out;0.034856
run_78.out;0.034861
run_85.out;0.034816
run_79.out;0.034785
run_66.out;0.034826
run_21.out;0.034817
run_86.out;0.034763
run_87.out;0.034854
run_91.out;0.033698
run_16.out;0.034857
run_90.out;0.034795
run_22.out;0.038847
run_37.out;0.034821
run_18.out;0.03854
run_65.out;0.034808
run_76.out;0.03485
run_54.out;0.034777
run_72.out;0.034904
run_99.out;0.03489
run_47.out;0.034304
run_57.out;0.034861
run_96.out;0.038438
run_98.out;0.034824
run_41.out;0.038561
run_36.out;0.034549
run_58.out;0.034866
run_31.out;0.034878
run_1.out;0.034541
run_6.out;0.034806
run_3.out;0.034837
run_32.out;0.03481
run_45.out;0.034962
run_60.out;0.034794
run_49.out;0.034802
run_92.out;0.034898
run_39.out;0.034771
run_61.out;0.034446
run_30.out;0.034811
run_0.out;0.034365
run_63.out;0.038641
run_29.out;0.03888
run_82.out;0.034754
run_38.out;0.034385
run_14.out;0.038516
run_44.out;0.034926
run_52.out;0.038274
run_26.out;0.034812
run_23.out;0.03483
run_24.out;0.034482
run_88.out;0.034448
run_81.out;0.034908
run_68.out;0.038612
run_11.out;0.034892
run_27.out;0.034883
run_8.out;0.034828
run_77.out;0.034795
run_62.out;0.03489
run_75.out;0.038742
run_95.out;0.034764
run_10.out;0.034799
run_89.out;0.034854
run_40.out;0.034807
run_55.out;0.038182
run_13.out;0.034848
run_56.out;0.034874
run_34.out;0.034844
run_73.out;0.034834
run_93.out;0.034828
run_84.out;0.034862
run_51.out;0.034828
run_74.out;0.038637
run_9.out;0.034919
run_33.out;0.034838
run_19.out;0.038574
run_7.out;0.038667
run_35.out;0.034897
run_83.out;0.034831
run_15.out;0.034839
run_80.out;0.042064
run_53.out;0.034428
run_48.out;0.034296
run_71.out;0.034797
run_69.out;0.034555
run_43.out;0.03484
run_2.out;0.034796
run_28.out;0.034842
run_70.out;0.034816
run_42.out;0.034855
run_94.out;0.034553
run_64.out;0.034793
run_59.out;0.034801
run_17.out;0.034854
run_5.out;0.034846
run_46.out;0.0348
run_97.out;0.034152
