File;Computation Value
run_67.out;0.222009
run_4.out;0.222387
run_12.out;0.235639
run_20.out;0.18956
run_25.out;0.452771
run_50.out;0.211978
run_78.out;0.206076
run_85.out;0.219335
run_79.out;0.228978
run_66.out;0.23805
run_21.out;0.21708
run_86.out;0.201659
run_87.out;0.236386
run_91.out;0.198929
run_16.out;0.220894
run_90.out;0.476262
run_22.out;0.440539
run_37.out;0.416678
run_18.out;0.228111
run_65.out;0.237186
run_76.out;0.221576
run_54.out;0.234842
run_72.out;0.21381
run_99.out;0.235655
run_47.out;0.217238
run_57.out;0.204542
run_96.out;0.222395
run_98.out;0.232138
run_41.out;0.248317
run_36.out;0.247367
run_58.out;0.235199
run_31.out;0.219312
run_1.out;0.233569
run_6.out;0.214282
run_3.out;0.213005
run_32.out;0.224939
run_45.out;0.242872
run_60.out;0.231509
run_49.out;0.414985
run_92.out;0.235229
run_39.out;0.186528
run_61.out;0.229168
run_30.out;0.407339
run_0.out;0.238725
run_63.out;0.437337
run_29.out;0.438368
run_82.out;0.464034
run_38.out;0.217961
run_14.out;0.261451
run_44.out;0.434902
run_52.out;0.201099
run_26.out;0.184824
run_23.out;0.242811
run_24.out;0.223819
run_88.out;0.249494
run_81.out;0.249654
run_68.out;0.470917
run_11.out;0.227127
run_27.out;0.235858
run_8.out;0.230074
run_77.out;0.397853
run_62.out;0.210396
run_75.out;0.236282
run_95.out;0.312923
run_10.out;0.212925
run_89.out;0.194437
run_40.out;0.230026
run_55.out;0.217759
run_13.out;0.480073
run_56.out;0.221074
run_34.out;0.333945
run_73.out;0.457741
run_93.out;0.225867
run_84.out;0.424154
run_51.out;0.409289
run_74.out;0.207002
run_9.out;0.239036
run_33.out;0.200529
run_19.out;0.234729
run_7.out;0.250886
run_35.out;0.200688
run_83.out;0.2172
run_15.out;0.386036
run_80.out;0.222611
run_53.out;0.20485
run_48.out;0.437354
run_71.out;0.230294
run_69.out;0.421345
run_43.out;0.425769
run_2.out;0.21973
run_28.out;0.435453
run_70.out;0.182855
run_42.out;0.222574
run_94.out;0.237292
run_64.out;0.234734
run_59.out;0.466187
run_17.out;0.460927
run_5.out;0.205704
run_46.out;0.225956
run_97.out;0.423737
