File,Computation Value
run_67.out,0.020854
run_4.out,0.020931
run_12.out,0.020472
run_20.out,0.020707
run_25.out,0.021044
run_50.out,0.020772
run_78.out,0.021015
run_85.out,0.021441
run_79.out,0.021016
run_66.out,0.020912
run_21.out,0.020581
run_86.out,0.02092
run_87.out,0.021317
run_91.out,0.021116
run_16.out,0.020937
run_90.out,0.021022
run_22.out,0.021495
run_37.out,0.021052
run_18.out,0.020959
run_65.out,0.020855
run_76.out,0.021055
run_54.out,0.020869
run_72.out,0.021055
run_99.out,0.021194
run_47.out,0.021221
run_57.out,0.020745
run_96.out,0.02098
run_98.out,0.020612
run_41.out,0.021114
run_36.out,0.02133
run_58.out,0.020715
run_31.out,0.021023
run_1.out,0.021089
run_6.out,0.021026
run_3.out,0.020469
run_32.out,0.020713
run_45.out,0.020946
run_60.out,0.021083
run_49.out,0.020648
run_92.out,0.020979
run_39.out,0.021251
run_61.out,0.021106
run_30.out,0.020903
run_0.out,0.020849
run_63.out,0.020914
run_29.out,0.020685
run_82.out,0.020928
run_38.out,0.021005
run_14.out,0.021105
run_44.out,0.021255
run_52.out,0.020524
run_26.out,0.02101
run_23.out,0.020873
run_24.out,0.020951
run_88.out,0.022596
run_81.out,0.020734
run_68.out,0.021115
run_11.out,0.021113
run_27.out,0.020671
run_8.out,0.020878
run_77.out,0.020821
run_62.out,0.020765
run_75.out,0.020568
run_95.out,0.020915
run_10.out,0.021064
run_89.out,0.021127
run_40.out,0.02113
run_55.out,0.020805
run_13.out,0.023648
run_56.out,0.020433
run_34.out,0.020969
run_73.out,0.021001
run_93.out,0.020894
run_84.out,0.021587
run_51.out,0.020702
run_74.out,0.021464
run_9.out,0.020996
run_33.out,0.021082
run_19.out,0.020992
run_7.out,0.021103
run_35.out,0.02102
run_83.out,0.021342
run_15.out,0.020371
run_80.out,0.020803
run_53.out,0.021068
run_48.out,0.020882
run_71.out,0.021098
run_69.out,0.021084
run_43.out,0.021135
run_2.out,0.021157
run_28.out,0.020628
run_70.out,0.021142
run_42.out,0.020552
run_94.out,0.020622
run_64.out,0.020782
run_59.out,0.020942
run_17.out,0.021033
run_5.out,0.021156
run_46.out,0.020956
run_97.out,0.021112
