File;Computation Value
run_67.out;0.437581
run_4.out;0.437369
run_12.out;0.447873
run_20.out;0.689005
run_25.out;0.437287
run_50.out;0.436506
run_78.out;0.582766
run_85.out;0.436598
run_79.out;0.437952
run_66.out;0.437705
run_21.out;0.696161
run_86.out;0.684992
run_87.out;0.564604
run_91.out;0.438676
run_16.out;0.437421
run_90.out;0.438118
run_22.out;0.437386
run_37.out;0.437387
run_18.out;0.644157
run_65.out;0.686015
run_76.out;0.437539
run_54.out;0.682761
run_72.out;0.437178
run_99.out;0.437855
run_47.out;0.43805
run_57.out;0.439157
run_96.out;0.444367
run_98.out;0.437496
run_41.out;0.437648
run_36.out;0.438784
run_58.out;0.441624
run_31.out;0.687133
run_1.out;0.436147
run_6.out;0.673428
run_3.out;0.43702
run_32.out;0.441673
run_45.out;0.438084
run_60.out;0.437417
run_49.out;0.437539
run_92.out;0.437641
run_39.out;0.437431
run_61.out;0.672968
run_30.out;0.446074
run_0.out;0.439755
run_63.out;0.436256
run_29.out;0.438778
run_82.out;0.442998
run_38.out;0.439557
run_14.out;0.690638
run_44.out;0.437428
run_52.out;0.437712
run_26.out;0.450738
run_23.out;0.691083
run_24.out;0.449594
run_88.out;0.679319
run_81.out;0.447789
run_68.out;0.437823
run_11.out;0.437479
run_27.out;0.437468
run_8.out;0.437633
run_77.out;0.7626
run_62.out;0.437507
run_75.out;0.437313
run_95.out;0.466875
run_10.out;0.438161
run_89.out;0.444071
run_40.out;0.577513
run_55.out;0.437727
run_13.out;0.43892
run_56.out;0.438725
run_34.out;0.685537
run_73.out;0.465959
run_93.out;0.437968
run_84.out;0.677506
run_51.out;0.437639
run_74.out;0.437387
run_9.out;0.450488
run_33.out;0.437322
run_19.out;0.44192
run_7.out;0.671074
run_35.out;0.692058
run_83.out;0.680062
run_15.out;0.440835
run_80.out;0.446496
run_53.out;0.437168
run_48.out;0.437866
run_71.out;0.696523
run_69.out;0.479952
run_43.out;0.691682
run_2.out;0.438691
run_28.out;0.798247
run_70.out;0.437999
run_42.out;0.437199
run_94.out;0.437911
run_64.out;0.436523
run_59.out;0.449823
run_17.out;0.603722
run_5.out;0.440294
run_46.out;0.438427
run_97.out;0.754033
