File;Computation Value
run_67.out;0.069806
run_4.out;0.069576
run_12.out;0.078237
run_20.out;0.072876
run_25.out;0.073146
run_50.out;0.080438
run_78.out;0.072987
run_85.out;0.070245
run_79.out;0.087625
run_66.out;0.069189
run_21.out;0.063482
run_86.out;0.07888
run_87.out;0.071338
run_91.out;0.081678
run_16.out;0.073554
run_90.out;0.072953
run_22.out;0.073159
run_37.out;0.084081
run_18.out;0.077076
run_65.out;0.071938
run_76.out;0.088409
run_54.out;0.073251
run_72.out;0.069252
run_99.out;0.074549
run_47.out;0.082635
run_57.out;0.069003
run_96.out;0.082272
run_98.out;0.069182
run_41.out;0.069438
run_36.out;0.072922
run_58.out;0.072967
run_31.out;0.073076
run_1.out;0.078449
run_6.out;0.063475
run_3.out;0.069867
run_32.out;0.073959
run_45.out;0.08215
run_60.out;0.069178
run_49.out;0.073983
run_92.out;0.063975
run_39.out;0.069276
run_61.out;0.073851
run_30.out;0.082851
run_0.out;0.08021
run_63.out;0.063532
run_29.out;0.098749
run_82.out;0.10845
run_38.out;0.087637
run_14.out;0.083504
run_44.out;0.072642
run_52.out;0.087218
run_26.out;0.073042
run_23.out;0.075596
run_24.out;0.070175
run_88.out;0.073902
run_81.out;0.075672
run_68.out;0.070673
run_11.out;0.063806
run_27.out;0.081997
run_8.out;0.069174
run_77.out;0.064215
run_62.out;0.064011
run_75.out;0.065936
run_95.out;0.072985
run_10.out;0.082053
run_89.out;0.073254
run_40.out;0.089296
run_55.out;0.073661
run_13.out;0.073257
run_56.out;0.083537
run_34.out;0.087384
run_73.out;0.073157
run_93.out;0.06365
run_84.out;0.087702
run_51.out;0.071639
run_74.out;0.088739
run_9.out;0.081966
run_33.out;0.082179
run_19.out;0.087083
run_7.out;0.069974
run_35.out;0.06914
run_83.out;0.069526
run_15.out;0.069151
run_80.out;0.066258
run_53.out;0.069344
run_48.out;0.074052
run_71.out;0.063622
run_69.out;0.069116
run_43.out;0.073725
run_2.out;0.063567
run_28.out;0.082668
run_70.out;0.082515
run_42.out;0.073102
run_94.out;0.063952
run_64.out;0.07679
run_59.out;0.071914
run_17.out;0.07026
run_5.out;0.069215
run_46.out;0.069292
run_97.out;0.069786
