File;Computation Value
run_67.out;0.152738
run_4.out;0.139238
run_12.out;0.201021
run_20.out;0.172471
run_25.out;0.146231
run_50.out;0.222415
run_78.out;0.163983
run_85.out;0.218793
run_79.out;0.18888
run_66.out;0.148312
run_21.out;0.187506
run_86.out;0.283438
run_87.out;0.194059
run_91.out;0.239566
run_16.out;0.15859
run_90.out;0.185698
run_22.out;0.155101
run_37.out;0.165281
run_18.out;0.21811
run_65.out;0.20536
run_76.out;0.199229
run_54.out;0.146361
run_72.out;0.146493
run_99.out;0.168507
run_47.out;0.206954
run_57.out;0.197386
run_96.out;0.18144
run_98.out;0.167563
run_41.out;0.173134
run_36.out;0.177135
run_58.out;0.17208
run_31.out;0.1645
run_1.out;0.21824
run_6.out;0.152198
run_3.out;0.116225
run_32.out;0.198165
run_45.out;0.147225
run_60.out;0.20223
run_49.out;0.157621
run_92.out;0.200934
run_39.out;0.212772
run_61.out;0.203278
run_30.out;0.147519
run_0.out;0.184219
run_63.out;0.141354
run_29.out;0.209219
run_82.out;0.153197
run_38.out;0.21285
run_14.out;0.19038
run_44.out;0.222549
run_52.out;0.167731
run_26.out;0.273201
run_23.out;0.147084
run_24.out;0.184993
run_88.out;0.176757
run_81.out;0.252714
run_68.out;0.182018
run_11.out;0.200873
run_27.out;0.155759
run_8.out;0.235379
run_77.out;0.160722
run_62.out;0.137075
run_75.out;0.186635
run_95.out;0.176958
run_10.out;0.2552
run_89.out;0.148497
run_40.out;0.11641
run_55.out;0.183817
run_13.out;0.198433
run_56.out;0.137739
run_34.out;0.173238
run_73.out;0.138834
run_93.out;0.134552
run_84.out;0.206082
run_51.out;0.179693
run_74.out;0.211997
run_9.out;0.131042
run_33.out;0.184538
run_19.out;0.187661
run_7.out;0.233661
run_35.out;0.159587
run_83.out;0.180574
run_15.out;0.140807
run_80.out;0.156242
run_53.out;0.194254
run_48.out;0.238356
run_71.out;0.243589
run_69.out;0.167748
run_43.out;0.192859
run_2.out;0.222109
run_28.out;0.154871
run_70.out;0.203334
run_42.out;0.159758
run_94.out;0.148627
run_64.out;0.177216
run_59.out;0.177561
run_17.out;0.235522
run_5.out;0.158927
run_46.out;0.145697
run_97.out;0.205247
