File,Computation Value
run_67.out,0.009966
run_4.out,0.009986
run_12.out,0.010025
run_20.out,0.009978
run_25.out,0.01007
run_50.out,0.009981
run_78.out,0.010184
run_85.out,0.010044
run_79.out,0.009972
run_66.out,0.00998
run_21.out,0.010002
run_86.out,0.010152
run_87.out,0.009971
run_91.out,0.009992
run_16.out,0.009999
run_90.out,0.009976
run_22.out,0.009976
run_37.out,0.00998
run_18.out,0.009977
run_65.out,0.010269
run_76.out,0.009967
run_54.out,0.009981
run_72.out,0.009969
run_99.out,0.009986
run_47.out,0.00998
run_57.out,0.010013
run_96.out,0.009967
run_98.out,0.009987
run_41.out,0.00998
run_36.out,0.010276
run_58.out,0.010116
run_31.out,0.009984
run_1.out,0.00997
run_6.out,0.009994
run_3.out,0.009977
run_32.out,0.009979
run_45.out,0.009966
run_60.out,0.009987
run_49.out,0.009976
run_92.out,0.009974
run_39.out,0.009988
run_61.out,0.009982
run_30.out,0.009985
run_0.out,0.00998
run_63.out,0.010035
run_29.out,0.010145
run_82.out,0.010011
run_38.out,0.009976
run_14.out,0.010175
run_44.out,0.009963
run_52.out,0.009975
run_26.out,0.009971
run_23.out,0.00997
run_24.out,0.009972
run_88.out,0.010145
run_81.out,0.009976
run_68.out,0.010089
run_11.out,0.009991
run_27.out,0.009972
run_8.out,0.009975
run_77.out,0.009974
run_62.out,0.010162
run_75.out,0.010009
run_95.out,0.018629
run_10.out,0.009966
run_89.out,0.009986
run_40.out,0.009977
run_55.out,0.009979
run_13.out,0.010226
run_56.out,0.009994
run_34.out,0.009976
run_73.out,0.009983
run_93.out,0.010012
run_84.out,0.010194
run_51.out,0.009969
run_74.out,0.010327
run_9.out,0.009975
run_33.out,0.01
run_19.out,0.009988
run_7.out,0.010105
run_35.out,0.01002
run_83.out,0.018896
run_15.out,0.009975
run_80.out,0.009966
run_53.out,0.009976
run_48.out,0.009993
run_71.out,0.00998
run_69.out,0.00997
run_43.out,0.009981
run_2.out,0.009996
run_28.out,0.009982
run_70.out,0.009968
run_42.out,0.010253
run_94.out,0.010278
run_64.out,0.009969
run_59.out,0.00998
run_17.out,0.009973
run_5.out,0.009973
run_46.out,0.009982
run_97.out,0.009978
