File;Computation Value
run_67.out;1.949724
run_4.out;0.795804
run_12.out;0.620175
run_20.out;0.823798
run_25.out;0.8072
run_50.out;0.743734
run_78.out;0.797112
run_85.out;0.651494
run_79.out;0.721386
run_66.out;0.723824
run_21.out;1.864719
run_86.out;1.924842
run_87.out;0.777041
run_91.out;0.822009
run_16.out;0.827775
run_90.out;0.887008
run_22.out;0.704183
run_37.out;0.71543
run_18.out;1.844127
run_65.out;0.767256
run_76.out;0.709941
run_54.out;0.578291
run_72.out;0.865505
run_99.out;0.750159
run_47.out;0.830965
run_57.out;0.635347
run_96.out;0.693013
run_98.out;0.725313
run_41.out;1.919707
run_36.out;1.925738
run_58.out;0.748337
run_31.out;1.960401
run_1.out;0.694977
run_6.out;0.600588
run_3.out;0.798586
run_32.out;0.686523
run_45.out;0.778297
run_60.out;0.764245
run_49.out;0.68945
run_92.out;1.775391
run_39.out;0.751598
run_61.out;1.900803
run_30.out;0.827445
run_0.out;0.731026
run_63.out;1.975203
run_29.out;0.721756
run_82.out;0.69479
run_38.out;0.646975
run_14.out;0.641384
run_44.out;1.936698
run_52.out;1.926334
run_26.out;0.672453
run_23.out;0.869162
run_24.out;0.853506
run_88.out;1.911796
run_81.out;0.682582
run_68.out;0.655208
run_11.out;2.01148
run_27.out;1.912661
run_8.out;0.644038
run_77.out;1.86731
run_62.out;1.975677
run_75.out;0.860108
run_95.out;0.755063
run_10.out;0.900729
run_89.out;0.739301
run_40.out;0.804003
run_55.out;0.873816
run_13.out;0.760113
run_56.out;0.753175
run_34.out;0.752418
run_73.out;1.960684
run_93.out;1.963186
run_84.out;0.767386
run_51.out;1.878396
run_74.out;0.810706
run_9.out;0.700216
run_33.out;1.957796
run_19.out;0.828441
run_7.out;0.686446
run_35.out;0.882005
run_83.out;0.808682
run_15.out;0.746676
run_80.out;0.75666
run_53.out;0.632575
run_48.out;0.679511
run_71.out;0.743916
run_69.out;0.751583
run_43.out;0.786127
run_2.out;0.755713
run_28.out;0.759183
run_70.out;1.901875
run_42.out;2.004166
run_94.out;0.695651
run_64.out;0.793636
run_59.out;0.755587
run_17.out;0.653228
run_5.out;0.660968
run_46.out;0.909822
run_97.out;0.756466
