File;Computation Value
run_67.out;0.243081
run_4.out;0.242973
run_12.out;0.243201
run_20.out;0.243179
run_25.out;0.243207
run_50.out;0.243141
run_78.out;0.243162
run_85.out;0.24308
run_79.out;0.243
run_66.out;0.244108
run_21.out;0.242983
run_86.out;0.242957
run_87.out;0.243033
run_91.out;0.243015
run_16.out;0.242963
run_90.out;0.24305
run_22.out;0.243021
run_37.out;0.243099
run_18.out;0.243995
run_65.out;0.243412
run_76.out;0.243184
run_54.out;0.243031
run_72.out;0.243061
run_99.out;0.24379
run_47.out;0.242989
run_57.out;0.243107
run_96.out;0.243984
run_98.out;0.242988
run_41.out;0.243141
run_36.out;0.243174
run_58.out;0.243058
run_31.out;0.243109
run_1.out;0.243111
run_6.out;0.243151
run_3.out;0.243084
run_32.out;0.243075
run_45.out;0.24308
run_60.out;0.243581
run_49.out;0.24313
run_92.out;0.243274
run_39.out;0.242982
run_61.out;0.243075
run_30.out;0.243038
run_0.out;0.243026
run_63.out;0.243322
run_29.out;0.243038
run_82.out;0.243798
run_38.out;0.243071
run_14.out;0.243842
run_44.out;0.244088
run_52.out;0.242989
run_26.out;0.243108
run_23.out;0.243003
run_24.out;0.244032
run_88.out;0.242987
run_81.out;0.243066
run_68.out;0.24299
run_11.out;0.245441
run_27.out;0.243006
run_8.out;0.243247
run_77.out;0.24311
run_62.out;0.243009
run_75.out;0.243101
run_95.out;0.243349
run_10.out;0.243187
run_89.out;0.243038
run_40.out;0.243041
run_55.out;0.243102
run_13.out;0.243012
run_56.out;0.243045
run_34.out;0.243219
run_73.out;0.243082
run_93.out;0.243093
run_84.out;0.242996
run_51.out;0.243061
run_74.out;0.244299
run_9.out;0.245796
run_33.out;0.244868
run_19.out;0.242965
run_7.out;0.243763
run_35.out;0.243014
run_83.out;0.243013
run_15.out;0.242984
run_80.out;0.24302
run_53.out;0.243306
run_48.out;0.243148
run_71.out;0.243052
run_69.out;0.243162
run_43.out;0.244183
run_2.out;0.243474
run_28.out;0.243172
run_70.out;0.243168
run_42.out;0.243005
run_94.out;0.242984
run_64.out;0.24493
run_59.out;0.244325
run_17.out;0.24328
run_5.out;0.244935
run_46.out;0.243129
run_97.out;0.243022
