File;Computation Value
run_67.out;0.1584
run_4.out;0.12909
run_12.out;0.109591
run_20.out;0.116264
run_25.out;0.17839
run_50.out;0.146957
run_78.out;0.153929
run_85.out;0.117324
run_79.out;0.149191
run_66.out;0.148174
run_21.out;0.113922
run_86.out;0.116207
run_87.out;0.145676
run_91.out;0.112544
run_16.out;0.108897
run_90.out;0.14112
run_22.out;0.110233
run_37.out;0.124921
run_18.out;0.118451
run_65.out;0.126769
run_76.out;0.143267
run_54.out;0.109569
run_72.out;0.13176
run_99.out;0.114372
run_47.out;0.111586
run_57.out;0.180532
run_96.out;0.152896
run_98.out;0.132564
run_41.out;0.111427
run_36.out;0.112615
run_58.out;0.126623
run_31.out;0.113865
run_1.out;0.143715
run_6.out;0.116716
run_3.out;0.112788
run_32.out;0.153092
run_45.out;0.119124
run_60.out;0.111453
run_49.out;0.115446
run_92.out;0.117857
run_39.out;0.116603
run_61.out;0.111763
run_30.out;0.114002
run_0.out;0.112214
run_63.out;0.525637
run_29.out;0.120917
run_82.out;0.147143
run_38.out;0.122167
run_14.out;0.107339
run_44.out;0.121358
run_52.out;0.132397
run_26.out;0.115626
run_23.out;0.160016
run_24.out;0.160371
run_88.out;0.104751
run_81.out;0.168851
run_68.out;0.112888
run_11.out;0.112443
run_27.out;0.111742
run_8.out;0.124586
run_77.out;0.145436
run_62.out;0.116485
run_75.out;0.113367
run_95.out;0.105147
run_10.out;0.144264
run_89.out;0.117691
run_40.out;0.124073
run_55.out;0.140936
run_13.out;0.116899
run_56.out;0.11549
run_34.out;0.110177
run_73.out;0.110049
run_93.out;0.113651
run_84.out;0.10961
run_51.out;0.111598
run_74.out;0.1106
run_9.out;0.114294
run_33.out;0.112716
run_19.out;0.132096
run_7.out;0.119124
run_35.out;0.143514
run_83.out;0.112878
run_15.out;0.147474
run_80.out;0.139431
run_53.out;0.160817
run_48.out;0.113754
run_71.out;0.121865
run_69.out;0.179565
run_43.out;0.104636
run_2.out;0.121592
run_28.out;0.147555
run_70.out;0.108889
run_42.out;0.112119
run_94.out;0.111191
run_64.out;0.125316
run_59.out;0.155401
run_17.out;0.137107
run_5.out;0.102022
run_46.out;0.117807
run_97.out;0.143674
