File;Computation Value
run_67.out;0.229991
run_4.out;0.166446
run_12.out;0.187745
run_20.out;0.202869
run_25.out;0.210169
run_50.out;0.217056
run_78.out;0.435612
run_85.out;0.401724
run_79.out;0.252851
run_66.out;0.362484
run_21.out;0.263897
run_86.out;0.32612
run_87.out;0.21674
run_91.out;0.24516
run_16.out;0.419156
run_90.out;0.219906
run_22.out;0.204921
run_37.out;0.17215
run_18.out;0.207077
run_65.out;0.250707
run_76.out;0.39507
run_54.out;0.19061
run_72.out;0.384469
run_99.out;0.467641
run_47.out;0.199156
run_57.out;0.245419
run_96.out;0.219413
run_98.out;0.235051
run_41.out;0.440987
run_36.out;0.431798
run_58.out;0.361691
run_31.out;0.450608
run_1.out;0.199004
run_6.out;0.463429
run_3.out;0.303185
run_32.out;0.21044
run_45.out;0.219797
run_60.out;0.172065
run_49.out;0.211281
run_92.out;0.157031
run_39.out;0.188151
run_61.out;0.18992
run_30.out;0.383002
run_0.out;0.183792
run_63.out;0.153948
run_29.out;0.16109
run_82.out;0.441194
run_38.out;0.201469
run_14.out;0.226727
run_44.out;0.182162
run_52.out;0.263029
run_26.out;0.185397
run_23.out;0.305703
run_24.out;0.404242
run_88.out;0.194894
run_81.out;0.230569
run_68.out;0.241803
run_11.out;0.475367
run_27.out;0.402393
run_8.out;0.409173
run_77.out;0.202528
run_62.out;0.218214
run_75.out;0.202037
run_95.out;0.161022
run_10.out;0.174581
run_89.out;0.377631
run_40.out;0.404589
run_55.out;0.202431
run_13.out;0.198478
run_56.out;0.184511
run_34.out;0.201011
run_73.out;0.412066
run_93.out;0.427587
run_84.out;0.367554
run_51.out;0.474771
run_74.out;0.218579
run_9.out;0.455462
run_33.out;0.323981
run_19.out;0.207315
run_7.out;0.166394
run_35.out;0.484848
run_83.out;0.212881
run_15.out;0.200429
run_80.out;0.202572
run_53.out;0.376319
run_48.out;0.401503
run_71.out;0.175865
run_69.out;0.220735
run_43.out;0.223325
run_2.out;0.227305
run_28.out;0.350109
run_70.out;0.193771
run_42.out;0.157487
run_94.out;0.226196
run_64.out;0.357584
run_59.out;0.467063
run_17.out;0.202134
run_5.out;0.206618
run_46.out;0.262938
run_97.out;0.34586
