File;Computation Value
run_67.out;0.055558
run_4.out;0.060305
run_12.out;0.059176
run_20.out;0.059211
run_25.out;0.047645
run_50.out;0.051345
run_78.out;0.053524
run_85.out;0.065985
run_79.out;0.057062
run_66.out;0.050166
run_21.out;0.056507
run_86.out;0.048627
run_87.out;0.075092
run_91.out;0.064083
run_16.out;0.058582
run_90.out;0.061589
run_22.out;0.059228
run_37.out;0.055158
run_18.out;0.096075
run_65.out;0.079298
run_76.out;0.059144
run_54.out;0.063039
run_72.out;0.076622
run_99.out;0.091859
run_47.out;0.053493
run_57.out;0.062893
run_96.out;0.055423
run_98.out;0.100162
run_41.out;0.054427
run_36.out;0.094044
run_58.out;0.054481
run_31.out;0.082196
run_1.out;0.062
run_6.out;0.056472
run_3.out;0.053184
run_32.out;0.045606
run_45.out;0.052498
run_60.out;0.075413
run_49.out;0.060515
run_92.out;0.048558
run_39.out;0.049423
run_61.out;0.077826
run_30.out;0.076733
run_0.out;0.065036
run_63.out;0.055708
run_29.out;0.054878
run_82.out;0.049232
run_38.out;0.066299
run_14.out;0.04816
run_44.out;0.050669
run_52.out;0.057687
run_26.out;0.062635
run_23.out;0.047876
run_24.out;0.052551
run_88.out;0.051207
run_81.out;0.058601
run_68.out;0.064272
run_11.out;0.050316
run_27.out;0.056496
run_8.out;0.070962
run_77.out;0.055152
run_62.out;0.067904
run_75.out;0.049139
run_95.out;0.069468
run_10.out;0.09216
run_89.out;0.09097
run_40.out;0.100285
run_55.out;0.055897
run_13.out;0.078062
run_56.out;0.051835
run_34.out;0.065834
run_73.out;0.054606
run_93.out;0.059322
run_84.out;0.049965
run_51.out;0.056698
run_74.out;0.054182
run_9.out;0.091765
run_33.out;0.048931
run_19.out;0.054681
run_7.out;0.054593
run_35.out;0.050729
run_83.out;0.072265
run_15.out;0.048254
run_80.out;0.04852
run_53.out;0.059878
run_48.out;0.057565
run_71.out;0.06258
run_69.out;0.049791
run_43.out;0.056173
run_2.out;0.051251
run_28.out;0.067725
run_70.out;0.088629
run_42.out;0.06312
run_94.out;0.063153
run_64.out;0.054885
run_59.out;0.047156
run_17.out;0.051058
run_5.out;0.065978
run_46.out;0.058845
run_97.out;0.049512
