File;Computation Value
run_67.out;0.653951
run_4.out;0.654007
run_12.out;0.65506
run_20.out;0.654144
run_25.out;0.656887
run_50.out;0.654132
run_78.out;0.654235
run_85.out;0.653863
run_79.out;0.65475
run_66.out;0.657365
run_21.out;0.653859
run_86.out;0.65415
run_87.out;0.654255
run_91.out;0.654059
run_16.out;0.657314
run_90.out;0.657565
run_22.out;0.654123
run_37.out;0.654094
run_18.out;0.65782
run_65.out;0.657545
run_76.out;0.654049
run_54.out;0.657006
run_72.out;0.654247
run_99.out;0.65407
run_47.out;0.654073
run_57.out;0.654041
run_96.out;0.657744
run_98.out;0.662832
run_41.out;0.657368
run_36.out;0.654084
run_58.out;0.653874
run_31.out;0.653911
run_1.out;0.65749
run_6.out;0.654246
run_3.out;0.654702
run_32.out;0.654158
run_45.out;0.653998
run_60.out;0.653988
run_49.out;0.657417
run_92.out;0.654108
run_39.out;0.656746
run_61.out;0.653906
run_30.out;0.657384
run_0.out;0.653968
run_63.out;0.657431
run_29.out;0.65747
run_82.out;0.657471
run_38.out;0.6583
run_14.out;0.654049
run_44.out;0.655123
run_52.out;0.654095
run_26.out;0.654382
run_23.out;0.654065
run_24.out;0.653965
run_88.out;0.654038
run_81.out;0.65396
run_68.out;0.654055
run_11.out;0.653899
run_27.out;0.654978
run_8.out;0.654009
run_77.out;0.654224
run_62.out;0.654078
run_75.out;0.654009
run_95.out;0.654704
run_10.out;0.654051
run_89.out;0.653917
run_40.out;0.653889
run_55.out;0.654262
run_13.out;0.657795
run_56.out;0.6553
run_34.out;0.654034
run_73.out;0.654184
run_93.out;0.657727
run_84.out;0.65399
run_51.out;0.654439
run_74.out;0.654078
run_9.out;0.65402
run_33.out;0.654006
run_19.out;0.654331
run_7.out;0.653987
run_35.out;0.653911
run_83.out;0.654046
run_15.out;0.653959
run_80.out;0.65391
run_53.out;0.654021
run_48.out;0.654208
run_71.out;0.65768
run_69.out;0.653989
run_43.out;0.654018
run_2.out;0.654016
run_28.out;0.654105
run_70.out;0.653935
run_42.out;0.653666
run_94.out;0.65394
run_64.out;0.654032
run_59.out;0.654095
run_17.out;0.654901
run_5.out;0.654198
run_46.out;0.657533
run_97.out;0.653915
