File;Computation Value
run_67.out;5.233243
run_4.out;5.231094
run_12.out;5.23329
run_20.out;5.233668
run_25.out;5.231898
run_50.out;5.232243
run_78.out;5.231582
run_85.out;5.232526
run_79.out;5.231584
run_66.out;5.232914
run_21.out;5.239806
run_86.out;5.233671
run_87.out;5.236903
run_91.out;5.232413
run_16.out;5.231704
run_90.out;5.232758
run_22.out;5.234081
run_37.out;5.231978
run_18.out;5.233147
run_65.out;5.233207
run_76.out;5.232113
run_54.out;5.233852
run_72.out;5.39733
run_99.out;5.233454
run_47.out;5.233145
run_57.out;5.241348
run_96.out;5.241369
run_98.out;5.231983
run_41.out;5.23275
run_36.out;5.231336
run_58.out;5.232431
run_31.out;5.259385
run_1.out;5.243237
run_6.out;5.231931
run_3.out;5.274254
run_32.out;5.233894
run_45.out;5.239125
run_60.out;5.233251
run_49.out;5.233253
run_92.out;5.232221
run_39.out;5.26204
run_61.out;5.233156
run_30.out;5.231876
run_0.out;5.233338
run_63.out;5.260054
run_29.out;5.241302
run_82.out;5.231866
run_38.out;5.231653
run_14.out;5.232005
run_44.out;5.232384
run_52.out;5.231952
run_26.out;5.231494
run_23.out;5.233884
run_24.out;5.233107
run_88.out;5.231881
run_81.out;5.231844
run_68.out;5.231979
run_11.out;5.232736
run_27.out;5.231721
run_8.out;5.232646
run_77.out;5.231668
run_62.out;5.240241
run_75.out;5.234719
run_95.out;5.232049
run_10.out;5.233167
run_89.out;5.232661
run_40.out;5.233182
run_55.out;5.297741
run_13.out;5.23243
run_56.out;5.232545
run_34.out;5.233217
run_73.out;5.231596
run_93.out;5.233392
run_84.out;5.240147
run_51.out;5.30294
run_74.out;5.239605
run_9.out;5.242158
run_33.out;5.24508
run_19.out;5.232893
run_7.out;5.302856
run_35.out;5.301464
run_83.out;5.259606
run_15.out;5.278348
run_80.out;5.232002
run_53.out;5.231918
run_48.out;5.231702
run_71.out;5.231873
run_69.out;5.231635
run_43.out;5.231435
run_2.out;5.231728
run_28.out;5.231425
run_70.out;5.238087
run_42.out;5.238652
run_94.out;5.232956
run_64.out;5.233056
run_59.out;5.231692
run_17.out;5.23175
run_5.out;5.2319
run_46.out;5.304701
run_97.out;5.232734
