File;Computation Value
run_46.out;3.196824
run_52.out;3.19926
run_85.out;3.216829
run_91.out;3.199894
run_90.out;3.191288
run_84.out;3.190867
run_53.out;3.215899
run_47.out;3.190971
run_79.out;3.193749
run_51.out;3.191078
run_45.out;3.216984
run_92.out;3.191036
run_86.out;3.191421
run_87.out;3.203967
run_93.out;3.218864
run_44.out;3.193124
run_50.out;3.191349
run_78.out;3.1929
run_54.out;3.192553
run_40.out;3.192008
run_68.out;3.197486
run_97.out;3.19125
run_83.out;3.190923
run_82.out;3.192304
run_96.out;3.191083
run_69.out;3.217025
run_41.out;3.191043
run_55.out;3.193653
run_43.out;3.191257
run_57.out;3.191154
run_80.out;3.1913
run_94.out;3.191268
run_95.out;3.191423
run_81.out;3.191137
run_56.out;3.19095
run_42.out;3.192055
run_2.out;3.191374
run_19.out;3.191161
run_25.out;3.191387
run_31.out;3.191291
run_30.out;3.191153
run_24.out;3.19154
run_18.out;3.191441
run_3.out;3.191689
run_1.out;3.191216
run_32.out;3.191585
run_26.out;3.191111
run_27.out;3.190605
run_33.out;3.191324
run_0.out;3.211517
run_4.out;3.19182
run_37.out;3.217783
run_23.out;3.191147
run_22.out;3.191111
run_36.out;3.19309
run_5.out;3.191035
run_7.out;3.191089
run_20.out;3.197982
run_34.out;3.194364
run_35.out;3.19077
run_21.out;3.214118
run_6.out;3.191972
run_38.out;3.191589
run_10.out;3.191757
run_11.out;3.19117
run_39.out;3.200054
run_8.out;3.191508
run_13.out;3.211198
run_12.out;3.193214
run_9.out;3.19127
run_16.out;3.195192
run_17.out;3.191506
run_15.out;3.191243
run_29.out;3.217055
run_28.out;3.19129
run_14.out;3.191422
run_67.out;3.190965
run_73.out;3.190891
run_98.out;3.191266
run_99.out;3.197342
run_72.out;3.446419
run_66.out;3.190847
run_58.out;3.190779
run_70.out;3.193642
run_64.out;3.190939
run_65.out;3.191047
run_71.out;3.191876
run_59.out;3.192623
run_75.out;3.192065
run_61.out;3.215136
run_49.out;3.19109
run_48.out;3.191724
run_60.out;3.19937
run_74.out;3.190944
run_62.out;3.191004
run_76.out;3.198164
run_89.out;3.191008
run_88.out;3.190983
run_77.out;3.21523
run_63.out;3.192128
