File;Computation Value
run_67.out;1.905506
run_4.out;1.905598
run_12.out;1.906191
run_20.out;1.906847
run_25.out;1.907072
run_50.out;1.923008
run_78.out;1.906474
run_85.out;1.925424
run_79.out;1.908352
run_66.out;1.905532
run_21.out;1.906002
run_86.out;1.905597
run_87.out;1.906142
run_91.out;1.905559
run_16.out;1.907445
run_90.out;1.906207
run_22.out;1.923228
run_37.out;1.908251
run_18.out;1.907479
run_65.out;1.905553
run_76.out;1.906159
run_54.out;1.905927
run_72.out;1.905481
run_99.out;1.906379
run_47.out;1.922456
run_57.out;1.905541
run_96.out;1.905577
run_98.out;1.922843
run_41.out;1.905525
run_36.out;1.906039
run_58.out;1.905743
run_31.out;1.905592
run_1.out;1.923434
run_6.out;1.905506
run_3.out;1.905773
run_32.out;1.906193
run_45.out;1.905702
run_60.out;1.90608
run_49.out;1.905948
run_92.out;1.9306
run_39.out;1.905683
run_61.out;1.905374
run_30.out;1.906898
run_0.out;1.905725
run_63.out;1.906243
run_29.out;1.905519
run_82.out;1.905596
run_38.out;1.924376
run_14.out;1.906294
run_44.out;1.90536
run_52.out;1.90547
run_26.out;1.905412
run_23.out;1.910469
run_24.out;1.922749
run_88.out;1.922994
run_81.out;1.905586
run_68.out;1.906417
run_11.out;1.923043
run_27.out;1.90585
run_8.out;1.905521
run_77.out;1.905596
run_62.out;1.905525
run_75.out;1.906215
run_95.out;1.905522
run_10.out;1.906107
run_89.out;1.905939
run_40.out;1.90553
run_55.out;1.907999
run_13.out;1.905938
run_56.out;1.905595
run_34.out;1.906037
run_73.out;1.905593
run_93.out;1.906129
run_84.out;1.905474
run_51.out;1.925541
run_74.out;1.906001
run_9.out;1.905817
run_33.out;1.906661
run_19.out;1.906211
run_7.out;1.905538
run_35.out;1.905628
run_83.out;1.906311
run_15.out;1.906149
run_80.out;1.921366
run_53.out;1.90658
run_48.out;1.905641
run_71.out;1.906429
run_69.out;1.905819
run_43.out;1.905723
run_2.out;1.906281
run_28.out;1.905691
run_70.out;1.906944
run_42.out;1.905759
run_94.out;1.92105
run_64.out;1.905622
run_59.out;1.905931
run_17.out;1.906017
run_5.out;1.920879
run_46.out;1.905808
run_97.out;1.905823
