File,Computation Value
run_67.out,0.012717
run_4.out,0.013063
run_12.out,0.01313
run_20.out,0.013377
run_25.out,0.012988
run_50.out,0.013319
run_78.out,0.013043
run_85.out,0.012774
run_79.out,0.012841
run_66.out,0.012803
run_21.out,0.012942
run_86.out,0.012731
run_87.out,0.012852
run_91.out,0.01266
run_16.out,0.012955
run_90.out,0.013236
run_22.out,0.012592
run_37.out,0.012893
run_18.out,0.013365
run_65.out,0.013035
run_76.out,0.012846
run_54.out,0.013099
run_72.out,0.012778
run_99.out,0.013184
run_47.out,0.012767
run_57.out,0.013019
run_96.out,0.013892
run_98.out,0.012926
run_41.out,0.013238
run_36.out,0.012915
run_58.out,0.013154
run_31.out,0.012939
run_1.out,0.012996
run_6.out,0.013167
run_3.out,0.012989
run_32.out,0.013194
run_45.out,0.013146
run_60.out,0.012641
run_49.out,0.012742
run_92.out,0.012887
run_39.out,0.012715
run_61.out,0.013018
run_30.out,0.01337
run_0.out,0.012846
run_63.out,0.012646
run_29.out,0.013011
run_82.out,0.012779
run_38.out,0.012952
run_14.out,0.012899
run_44.out,0.013258
run_52.out,0.012659
run_26.out,0.013112
run_23.out,0.013022
run_24.out,0.013005
run_88.out,0.013037
run_81.out,0.012864
run_68.out,0.013541
run_11.out,0.012536
run_27.out,0.01316
run_8.out,0.013135
run_77.out,0.01275
run_62.out,0.013134
run_75.out,0.012817
run_95.out,0.01293
run_10.out,0.013323
run_89.out,0.012873
run_40.out,0.012872
run_55.out,0.013101
run_13.out,0.012981
run_56.out,0.012798
run_34.out,0.012966
run_73.out,0.013002
run_93.out,0.012721
run_84.out,0.013219
run_51.out,0.012598
run_74.out,0.013186
run_9.out,0.013038
run_33.out,0.013301
run_19.out,0.012844
run_7.out,0.013112
run_35.out,0.012891
run_83.out,0.01321
run_15.out,0.012817
run_80.out,0.012878
run_53.out,0.013035
run_48.out,0.013193
run_71.out,0.013054
run_69.out,0.013363
run_43.out,0.012916
run_2.out,0.012792
run_28.out,0.013097
run_70.out,0.012913
run_42.out,0.013243
run_94.out,0.012995
run_64.out,0.012753
run_59.out,0.012705
run_17.out,0.01291
run_5.out,0.013148
run_46.out,0.013299
run_97.out,0.01311
