File;Computation Value
run_67.out;1.687266
run_4.out;1.687805
run_12.out;1.687512
run_20.out;1.68114
run_25.out;1.68426
run_50.out;1.68283
run_78.out;1.688552
run_85.out;1.682413
run_79.out;1.681258
run_66.out;1.681334
run_21.out;1.681452
run_86.out;1.682061
run_87.out;1.682846
run_91.out;1.687703
run_16.out;1.681514
run_90.out;1.689786
run_22.out;1.682226
run_37.out;1.682311
run_18.out;1.681527
run_65.out;1.681448
run_76.out;1.681582
run_54.out;1.685656
run_72.out;1.681598
run_99.out;1.682037
run_47.out;1.681459
run_57.out;1.687081
run_96.out;1.681743
run_98.out;1.681623
run_41.out;1.682098
run_36.out;1.681417
run_58.out;1.681876
run_31.out;1.68192
run_1.out;1.682083
run_6.out;1.682152
run_3.out;1.681773
run_32.out;1.681707
run_45.out;1.681365
run_60.out;1.68153
run_49.out;1.684479
run_92.out;1.687395
run_39.out;1.687763
run_61.out;1.681518
run_30.out;1.681312
run_0.out;1.681339
run_63.out;1.687284
run_29.out;1.681515
run_82.out;1.687158
run_38.out;1.681887
run_14.out;1.682134
run_44.out;1.68171
run_52.out;1.681366
run_26.out;1.682404
run_23.out;1.681373
run_24.out;1.681637
run_88.out;1.681309
run_81.out;1.681707
run_68.out;1.687463
run_11.out;1.684018
run_27.out;1.681952
run_8.out;1.681226
run_77.out;1.681632
run_62.out;1.681518
run_75.out;1.682078
run_95.out;1.683728
run_10.out;1.681247
run_89.out;1.681429
run_40.out;1.68195
run_55.out;1.681403
run_13.out;1.681539
run_56.out;1.68797
run_34.out;1.682395
run_73.out;1.682285
run_93.out;1.681563
run_84.out;1.681523
run_51.out;1.681395
run_74.out;1.684115
run_9.out;1.686834
run_33.out;1.681323
run_19.out;1.682676
run_7.out;1.682541
run_35.out;1.681453
run_83.out;1.681504
run_15.out;1.687264
run_80.out;1.681774
run_53.out;1.681662
run_48.out;1.682743
run_71.out;1.687284
run_69.out;1.682848
run_43.out;1.681507
run_2.out;1.68262
run_28.out;1.681565
run_70.out;1.681832
run_42.out;1.681404
run_94.out;1.687076
run_64.out;1.681596
run_59.out;1.682825
run_17.out;1.681729
run_5.out;1.681786
run_46.out;1.687046
run_97.out;1.68172
